angle,, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 360
time_stamp:=,2023-04-30 17:38:33 , 4.639992 , 4.601685 , 4.531871 , 4.513287 , 4.474050 , 4.441261 , 4.406124 , 3.057968 , 3.015553 , 3.034324 , 2.040659 , 1.991391 , 1.967184 , 1.958090 , 1.950628 , 1.937966 , 1.955012 , 1.985290 , 4.667134 , 4.625987 , 4.621946 , 0.966539 , 0.933725 , 0.923086 , 0.927496 , 0.937223 , 0.899049 , 0.906395 , 0.901953 , 0.906438 , 0.914384 , 0.912434 , 0.923529 , 0.931071 , 0.949065 , 0.958908 , 1.016307 , 2.427479 , 2.429483 , 2.442607 , 2.459507 , 2.516623 , 4.308618 , 4.339385 , 4.360243 , 4.283040 , 4.222703 , 4.140474 , 4.107357 , 4.026788 , 3.974680 , 3.920544 , 3.828523 , 3.790964 , 3.752521 , 3.712243 , 1.767867 , 1.737024 , 1.710543 , 1.701866 , 1.709732 , 1.676746 , 1.721584 , 1.740486 , 1.783615 , 3.338717 , 3.323441 , 3.289276 , 3.288803 , 3.237607 , 3.240183 , 3.225095 , 3.189876 , 3.078757 , 2.864074 , 2.677348 , 2.584589 , 2.565654 , 2.548345 , 2.545177 , 2.537566 , 2.544188 , 2.510270 , 2.513752 , 2.517915 , 2.414171 , 2.346877 , 2.253324 , 2.168429 , 2.115315 , 2.028709 , 1.990655 , 1.955513 , 1.891932 , 1.829526 , 1.793959 , 1.736079 , 1.697897 , 1.666568 , 1.637117 , 1.588571 , 1.571266 , 1.528392 , 1.510536 , 1.474835 , 1.451389 , 1.429965 , 1.398337 , 1.377470 , 1.352437 , 1.358585 , 1.322912 , 1.302050 , 1.279523 , 1.268856 , 1.260010 , 1.253198 , 1.226517 , 1.204410 , 1.213723 , 1.170957 , 1.175966 , 1.173705 , 1.154313 , 1.127355 , 1.142191 , 1.142888 , 1.117205 , 1.117787 , 1.104612 , 1.086164 , 1.081547 , 1.082494 , 1.081257 , 1.059171 , 1.067104 , 1.058333 , 1.066416 , 1.049229 , 1.061117 , 1.043302 , 1.055517 , 1.033994 , 1.038747 , 1.056198 , 1.025536 , 1.044573 , 1.026382 , 1.059816 , 1.040955 , 1.011339 , 1.009333 , 0.993371 , 0.966233 , 0.952827 , 0.906827 , 0.903475 , 0.874326 , 0.875096 , 0.831048 , 0.832767 , 0.800797 , 0.785047 , 0.779429 , 0.767340 , 0.746044 , 0.741802 , 0.715877 , 0.721528 , 0.718451 , 0.689287 , 0.706622 , 0.657262 , 0.661670 , 0.663633 , 0.641761 , 0.638818 , 0.631892 , 0.619795 , 0.587036 , 0.621491 , 0.596422 , 0.608827 , 0.580076 , 0.582118 , 0.574015 , 0.575710 , 0.582653 , 0.572937 , 0.579753 , 0.561783 , 0.567157 , 0.559354 , 0.553438 , 0.543536 , 0.535345 , 0.556336 , 0.531281 , 0.538530 , 0.547318 , 0.534384 , 0.550331 , 0.521075 , 0.532977 , 0.540584 , 0.540237 , 0.541429 , 0.545593 , 0.509662 , 0.540271 , 0.525805 , 0.542245 , 0.529275 , 0.535638 , 0.517064 , 0.528570 , 0.526521 , 0.552729 , 0.511792 , 0.535406 , 0.536542 , 0.523809 , 0.538755 , 0.546822 , 0.543017 , 0.562008 , 0.558243 , 0.547285 , 0.536688 , 0.574358 , 0.576701 , 0.565825 , 0.579516 , 0.572781 , 0.610856 , 0.599312 , 0.585138 , 0.582747 , 0.608377 , 0.611992 , 0.623092 , 0.618865 , 0.629683 , 0.633786 , 0.642681 , 0.655586 , 0.646310 , 0.661015 , 0.676376 , 0.689593 , 0.715779 , 0.703835 , 0.701458 , 0.732374 , 0.729177 , 0.771684 , 0.771154 , 0.781271 , 0.777680 , 0.814524 , 0.828249 , 0.849663 , 0.882551 , 0.892830 , 0.932450 , 0.940588 , 0.980253 , 0.969458 , 1.016763 , 1.054272 , 1.078981 , 1.123635 , 1.139259 , 1.191340 , 1.235595 , 1.284159 , 1.344929 , 1.404610 , 1.462080 , 1.542589 , 1.525488 , 1.546778 , 1.520946 , 1.532424 , 1.561460 , 1.557394 , 1.563523 , 1.576236 , 1.582328 , 1.581113 , 1.597040 , 1.617941 , 1.624615 , 1.813076 , 2.179565 , 2.258271 , 2.273982 , 2.308191 , 2.328325 , 2.338062 , 2.371163 , 2.398200 , 2.436645 , 2.465087 , 2.481640 , 2.507969 , 2.544736 , 2.575403 , 2.617183 , 2.660933 , 2.692644 , 2.735643 , 2.794175 , 2.812043 , 2.889010 , 2.919312 , 2.975959 , 3.036224 , 3.082537 , 1.058965 , 1.027695 , 1.006438 , 0.979533 , 0.978108 , 0.957465 , 0.948868 , 0.974335 , 0.965602 , 0.949118 , 0.971474 , 0.975408 , 0.967484 , 1.000018 , 1.000774 , 1.067933 , 3.728436 , 3.793159 , 3.978462 , 4.076528 , 2.061218 , 2.014866 , 1.983538 , 1.980336 , 1.956586 , 1.957362 , 1.985179 , 2.016327 , 3.070089 , 3.053058 , 3.055428 , 3.048111 , 3.148365 , 4.403491 , 4.425851 , 4.464322 , 4.513786 , 4.542273 , 4.585643 , 4.618527 , 4.662661
